likesCount,tweetUrl,action,rtCount,profileUrl,handle,description,name
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@BenadictJoseph5,@BenadictJoseph5,Be happy and make others happy,Benadict Joseph
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@fsoe1QQOeXhMD3m,@fsoe1QQOeXhMD3m,台灣人，大學生,鄭偉鍾
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@ZHY0615,@ZHY0615,,鄭宏憶
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@PeterXu92001460,@PeterXu92001460,,Peter Xu
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@Dannyho57666776,@Dannyho57666776,"do the right thing, do thing right",Dannyhong
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@fAEfIe6gNotaEtj,@fAEfIe6gNotaEtj,新推手～ 推爆！,賴靖中
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@HenryCh84282522,@HenryCh84282522,Enjoy every day,Henry Chang
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@KP_Taipei,@KP_Taipei,"台北市長
Mayor of #Taipei. A truly independent political entrepreneur. Making Taipei a livable, innovative, and sustainable city.",柯文哲 Ko Wen-Je
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@A5XzabuGn9rtfLE,@A5XzabuGn9rtfLE,,陳浩謄
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@k082679,@k082679,,洪凱倫
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@lu_powei,@lu_powei,,LuPowei
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@AliceLiu98,@AliceLiu98,,Alice Liu
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@030helios030,@030helios030,STICKY FINGERS - HOW TO FLY,helios
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@S_6_3,@S_6_3,中正自守，其介如石。,えあとっかい
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@Wayuan3,@Wayuan3,運動生活,Wayuan
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@SaraGao0712,@SaraGao0712,我就我，就是簡單。 只想簡單生活，簡單愛一個人...,沁妘 Gao
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@sophiasu0923,@sophiasu0923,I’m a physiotherapist 😄 l love to share my life❤️❤️❤️ Welcome to follow me😊 You can find @sophia0923 on instagram～,Weiya Su（Sophia💕）
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@XingyiWu2,@XingyiWu2,university of Ottawa MASc Civil Engineering Unsaturated soil,Xingyi Wu
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@Wadija_H,@Wadija_H,,Angelabean
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@ChenhBelle,@ChenhBelle,girl,Belle Chenh
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@chunchih_chang,@chunchih_chang,Be me.,CC Chang
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@RdrF5KpyzcMt9qA,@RdrF5KpyzcMt9qA,,張平康
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@MinamiHuang,@MinamiHuang,,Minami Huang
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@CHsd11021,@CHsd11021,,似文命
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@Keepthefaith616,@Keepthefaith616,,詹
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@Rafel14659450,@Rafel14659450,,Rafel
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@jammylin2,@jammylin2,,jammylin
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@Tracy13331292,@Tracy13331292,藝術愛好者,Tracy
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@w9Al8muzW82u77r,@w9Al8muzW82u77r,,劉明翰
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@last_sue,@last_sue,,TheLastTonySue
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@tiki119119,@tiki119119,2018年5月31日卵巣明細胞腺癌1c期の手術をして12月6日まで抗がん剤をしました。 1969年生まれです。台湾にハマり24回か25回、あれ？26回？くらい訪れています。大学生の息子、夫、トイプードル２匹と暮らしています。,tiki119
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@OuAlfredo,@OuAlfredo,,Alfredo Ou
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@TsengChienming,@TsengChienming,我就是我。。,ChienMing-Tseng
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@wendy64496609,@wendy64496609,,wendy
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@wilberwu2,@wilberwu2,,wilberwu
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@hung_fion,@hung_fion,"I am a cat.😊
Nintendo SW: 4286-2140-3925",Fion Hung
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@kuantingvision,@kuantingvision,,陳冠廷
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@RenTheRipper,@RenTheRipper,批判世界之前先清理自己的房间。,Jerry🇨🇦
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@lntodark,@lntodark,fan of EG and Canadian,K
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@DKChen7,@DKChen7,I'm taiwanese,DK Chen
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@jjy_ptr88714,@jjy_ptr88714,"173/50/20y
單/求穩定/不約
台南/高雄/屏東
歡迎認識~",J.Y. Jheng
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@cA1UBSowi8HqRMH,@cA1UBSowi8HqRMH,喜歡交朋友爬山,阿嗚
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@jhongsee,@jhongsee,,Jhongsee
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@WeianLin1,@WeianLin1,,Weian Lin
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@WonderingPisces,@WonderingPisces,,Dingo
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@kuanghsu_,@kuanghsu_,世間的情話 說的好聽做的難看,kuanghsu_
141,https://twitter.com/KP_Taipei/status/1209297300436078592,liked,,https://www.twitter.com/@yingRobert1,@yingRobert1,"我什么都不行（猫猫头）
什么都想尝试（好奇心）
From China now education in Thailand
Hobby：kig/latex/tentacle/slime/anal/tentacle等各种奇怪性癖（most like living clothes）",锅（HMS Vanguard）
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@furuteya,@furuteya,"­
大家好、我是日本人 我是哈台族  我是臺湾中毒人と台湾大好き人間です。
 『支那中共からのイジメにより台湾をアジアの孤国にされ無い様に頑張ってますので応援して下さい。早期の台湾名で国際大会出場と国連復帰を願っています。』………  (((◯┓
★★★★★",台湾名で国際大会出場と国連復帰を@古手屋
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@cpl_x,@cpl_x,イギリスで院生になったけど大絶賛クリスマス休暇中のオタクっぽい何か　Vtuber(主ににじさんじ所属の方々)にドハマりした模様　トラック鯖でアズレンちょくちょくやってます フォローリムブロご自由に,ラミレス・シュタイナー伍長🇬🇧
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@johnshaowj,@johnshaowj,,johnshao
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@zerobetweenone,@zerobetweenone,,ララ
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@AdnamGreidus,@AdnamGreidus,,Adnam Greiudus
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@linyx001,@linyx001,"中国人/工科生/民乐选手/半个尺八制管师/力量举/肥宅（确信）/现居海外
懒得键政，曱甴死🐴",とある嗜睡的林同学
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@tielumi_jp,@tielumi_jp,日本人鐵路迷&哈台族🇹🇼です。自称精神的打狗人、北漂阿伯。自住大阪。TL追い切れないのでフォロー返しあんまり増やせません。🚄🚈🚇🚉🚝🚍 #台灣交通工具 #台灣八卦 📰 #台灣美食 🍴+少し🇪🇺🚄欧州鉄 #暇會旅臺（ká-ē-lí-tâi）喜歡肉搜、#今日の台湾警察 (今天的台灣警察x🇯🇵),ㄐㄧㄢ ㄉㄨ (ㄗˋ ㄑㄧㄤˊ ㄏㄠˋ)🇯🇵
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@codelhn192,@codelhn192,"🇹🇼｜中文、English、日本語ok｜ツキプロ泥沼陷入(推し八重樫剣介) | 趣味: 漫画,映画,音楽,ミッフィー,自転車 | 最近Animal planet channel & MARVEL Future Fightがハマっている",LHN
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@ChunFanTWJ,@ChunFanTWJ,,ChunBest
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@HenryCh84282522,@HenryCh84282522,Enjoy every day,Henry Chang
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@030helios030,@030helios030,STICKY FINGERS - HOW TO FLY,helios
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@S_6_3,@S_6_3,中正自守，其介如石。,えあとっかい
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@Keepthefaith616,@Keepthefaith616,,詹
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@GordonYang168,@GordonYang168,"CEO, International and Mainland Affairs Advisory Council, Taipei City Government
#FB #IG #LinkedIn #WhatsApp(+886900082465) #Line(gordon_yang) #WeChat(楊慶輝)",Gordon Yang
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@Janette61459500,@Janette61459500,"Do the Right thing, do thing Right and Work Hard",Janette
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@RenTheRipper,@RenTheRipper,批判世界之前先清理自己的房间。,Jerry🇨🇦
,https://twitter.com/KP_Taipei/status/1209297300436078592,RT,19,https://www.twitter.com/@DKChen7,@DKChen7,I'm taiwanese,DK Chen
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@mackyou,@mackyou,,mackyou
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@MurielFu,@MurielFu,,Muriel Fu
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@_sapling,@_sapling,のんき。時々英文法ポリス。もう年なので何度も同じ話します。 Generally speaking I'm not an intolerant person.,sapling
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@wen_Taipei,@wen_Taipei,,WanWan
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@regretno2,@regretno2,當下有鑒於過去， 當下促成將來。,信誘
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@hkt48sakura,@hkt48sakura,"鹿児島　宮脇咲良が大好き

さくら咲け",hkt48sakura
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@chengchnpao,@chengchnpao,,cheng  chn  pao
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@chang780322,@chang780322,,張育瑋
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@angrypokguy,@angrypokguy,,chunlun
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@jason351677,@jason351677,,Jason Huang
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@wenchyichiu,@wenchyichiu,,Wen Chyi Chiu
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@shawn6007,@shawn6007,,黃偉倫
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@Weiling_Jiang_1,@Weiling_Jiang_1,,Winnie
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@WendyyyXui,@WendyyyXui,"台湾人てす。よろしくお願い致します！‎=^･ω･^=
English ok.
⚠️喜好多様⚠️",許文媛(しゆう)💚💜♥️💛
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@SamSThompsonT,@SamSThompsonT,"9th grader, Christian, novels, @WWE, Yoga, Spanish, French, Scottish, Norwegian on @duolingo coffee, tea old sitcoms, old songs, rugby",Samuel Thompson
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@PeterXu92001460,@PeterXu92001460,,Peter Xu
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@Dannyho57666776,@Dannyho57666776,"do the right thing, do thing right",Dannyhong
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@HQ8swMyMihpLqlF,@HQ8swMyMihpLqlF,,吳泰慶
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@JOHN49316940,@JOHN49316940,高級黑手黨！,JOHN
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@6nPZbRLRAfTQyzX,@6nPZbRLRAfTQyzX,,玥語晞
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@E4PkMjBwC3DeQ4g,@E4PkMjBwC3DeQ4g,飛鳥神推,蔡安
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@kazano64,@kazano64,,kazano
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@sophiasu0923,@sophiasu0923,I’m a physiotherapist 😄 l love to share my life❤️❤️❤️ Welcome to follow me😊 You can find @sophia0923 on instagram～,Weiya Su（Sophia💕）
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@ChenhBelle,@ChenhBelle,girl,Belle Chenh
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@Zk51Kep7GoLPcgF,@Zk51Kep7GoLPcgF,"哈囉我是十錦秋千纓非日本人
所以不要誤會喔",十錦秋千纓
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@FbpEpLId43GKKOD,@FbpEpLId43GKKOD,,鄭宇廷
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@9WKcWI5RmuC411Z,@9WKcWI5RmuC411Z,,柴建元
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@HYChen18,@HYChen18,,HYChen
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@Er8Tir,@Er8Tir,,ER8KlowTir
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@coriand49298026,@coriand49298026,,coriander ( jiao mu 角木
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@usakichi_riri,@usakichi_riri,,りり
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@w9Al8muzW82u77r,@w9Al8muzW82u77r,,劉明翰
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@kuoasir,@kuoasir,,kuoasir@gmail.com
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@kuantingvision,@kuantingvision,,陳冠廷
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@twinkey22116069,@twinkey22116069,,twinkey
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@WuScorch,@WuScorch,躲起來抱怨,Scorch Wu
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@weiwei75873082,@weiwei75873082,悠閒自在,其中
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@xYoAMAhryeXrroV,@xYoAMAhryeXrroV,,Teresa Yeh
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@ChiWenKuo1,@ChiWenKuo1,,Chi Wen Kuo
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@WeimingHuang3,@WeimingHuang3,,Weiming Huang
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@WazaviC,@WazaviC,,Wazavi Cai
197,https://twitter.com/KP_Taipei/status/1208942673551167493,liked,,https://www.twitter.com/@han_mhan6942,@han_mhan6942,welcome to Michelle land 🐒 population: 6 😆,Michelle Han
,https://twitter.com/KP_Taipei/status/1208942673551167493,RT,15,https://www.twitter.com/@furuteya,@furuteya,"­
大家好、我是日本人 我是哈台族  我是臺湾中毒人と台湾大好き人間です。
 『支那中共からのイジメにより台湾をアジアの孤国にされ無い様に頑張ってますので応援して下さい。早期の台湾名で国際大会出場と国連復帰を願っています。』………  (((◯┓
★★★★★",台湾名で国際大会出場と国連復帰を@古手屋
,https://twitter.com/KP_Taipei/status/1208942673551167493,RT,15,https://www.twitter.com/@johnshaowj,@johnshaowj,,johnshao
,https://twitter.com/KP_Taipei/status/1208942673551167493,RT,15,https://www.twitter.com/@kyle5241,@kyle5241,,Chien-Chang Chen
,https://twitter.com/KP_Taipei/status/1208942673551167493,RT,15,https://www.twitter.com/@alicepeggy0814,@alicepeggy0814,台灣人  成年 20↑  https://t.co/QRvFSqve7W…,楓
,https://twitter.com/KP_Taipei/status/1208942673551167493,RT,15,https://www.twitter.com/@andywu0310,@andywu0310,,蠟筆小興
,https://twitter.com/KP_Taipei/status/1208942673551167493,RT,15,https://www.twitter.com/@paullo0106,@paullo0106,Data Science @ Seattle,Paul Lo
,https://twitter.com/KP_Taipei/status/1208942673551167493,RT,15,https://www.twitter.com/@tonyeva2012,@tonyeva2012,台灣人(台湾人です)台中，日文苦手 ゲーム：花騎士(フラワーナイトガール)，艦隊(艦これ橫須賀引退します）。無言フォロー失礼します!!永遠の邊緣人です( ；∀；)🔞,風花雪月🔞
,https://twitter.com/KP_Taipei/status/1208942673551167493,RT,15,https://www.twitter.com/@ChunFanTWJ,@ChunFanTWJ,,ChunBest
,https://twitter.com/KP_Taipei/status/1208942673551167493,RT,15,https://www.twitter.com/@HenryCh84282522,@HenryCh84282522,Enjoy every day,Henry Chang
,https://twitter.com/KP_Taipei/status/1208942673551167493,RT,15,https://www.twitter.com/@EdisonZhangYing,@EdisonZhangYing,,Edison
,https://twitter.com/KP_Taipei/status/1208942673551167493,RT,15,https://www.twitter.com/@Keepthefaith616,@Keepthefaith616,,詹
,https://twitter.com/KP_Taipei/status/1208942673551167493,RT,15,https://www.twitter.com/@HsiaoChampion,@HsiaoChampion,,Champion Hsiao
,https://twitter.com/KP_Taipei/status/1208942673551167493,RT,15,https://www.twitter.com/@SrghL7k5n1Bgmja,@SrghL7k5n1Bgmja,,Kelly 🇹🇼
134,https://twitter.com/KP_Taipei/status/1208923100529577985,liked,,https://www.twitter.com/@furuteya,@furuteya,"­
大家好、我是日本人 我是哈台族  我是臺湾中毒人と台湾大好き人間です。
 『支那中共からのイジメにより台湾をアジアの孤国にされ無い様に頑張ってますので応援して下さい。早期の台湾名で国際大会出場と国連復帰を願っています。』………  (((◯┓
★★★★★",台湾名で国際大会出場と国連復帰を@古手屋
134,https://twitter.com/KP_Taipei/status/1208923100529577985,liked,,https://www.twitter.com/@Samlin_maki,@Samlin_maki,STEP BY STEP,Sam Lin
134,https://twitter.com/KP_Taipei/status/1208923100529577985,liked,,https://www.twitter.com/@cronacrona,@cronacrona,🌈暖流 (Atsuko),🌈 Rona Chuang
134,https://twitter.com/KP_Taipei/status/1208923100529577985,liked,,https://www.twitter.com/@rainning0331,@rainning0331,,yuning
134,https://twitter.com/KP_Taipei/status/1208923100529577985,liked,,https://www.twitter.com/@Yiyingchien,@Yiyingchien,Love laughing.,Louis Chien
